Brand Number,Brand Name,Stock Market
3023,ラサ商事,東証１部
3024,クリエイト,ＪＡＳＤＡＱ
3028,アルペン,東証１部
3030,ハブ,東証１部
3031,ラクーンＨＤ,東証１部
3032,ゴルフドゥ,名証
3034,クオールＨＤ,東証１部
3035,ＫＴＫ,ＪＡＳＤＡＱ
3036,アルコニクス,東証１部
3038,神戸物産,東証１部
3040,ソリトン,東証１部
3041,ビ花壇,東証２部
3042,セキュア,ＪＡＳＤＡＱ
3045,カワサキ,東証２部
3046,ジンズＨＤ,東証１部
3047,トラックワン,福証
3048,ビックカメラ,東証１部
3050,ＤＣＭ,東証１部
3053,ペッパー,東証１部
3054,ハイパー,東証１部
3055,ほくたけ,札証
3057,ゼットン,名証
3058,三洋堂ＨＤ,ＪＡＳＤＡＱ
3059,ヒラキ,東証２部
3063,ＪグループＨ,マザーズ
3064,ＭＲＯ,東証１部
3065,ライフフーズ,ＪＡＳＤＡＱ
3066,ＪＢイレブン,名証
3067,東京一番,東証１部
3069,ＪＦＬＡＨＤ,ＪＡＳＤＡＱ
3070,アマガサ,ＪＡＳＤＡＱ
3071,ストリーム,東証２部
3073,ＤＤＨＤ,東証１部
3075,銚子丸,ＪＡＳＤＡＱ
3076,あいＨＤ,東証１部
3077,ホリイフード,ＪＡＳＤＡＱ
3079,ＤＶｘ,東証１部
3080,ジェーソン,ＪＡＳＤＡＱ
3082,きちりＨＤ,東証１部
3083,シーズメン,ＪＡＳＤＡＱ
3085,ＡＬサービス,東証１部
3086,Ｊフロント,東証１部
3087,ドトル日レス,東証１部
3088,マツモトキヨ,東証１部
3089,テクノアルフ,ＪＡＳＤＡＱ
3091,ブロンコＢ,東証１部
3092,ＺＯＺＯ,東証１部
3093,トレファク,東証１部
3094,スーパーＶ,ＪＡＳＤＡＱ
3096,オーシャン,ＪＡＳＤＡＱ
3097,物語コーポ,東証１部
3098,ココカラＦ,東証１部
3099,三越伊勢丹,東証１部
3101,東洋紡,東証１部
3103,ユニチカ,東証１部
3104,富士紡ＨＤ,東証１部
3105,日清紡ＨＤ,東証１部
3106,クラボウ,東証１部
3107,ダイワボＨＤ,東証１部
3109,シキボウ,東証１部
3110,日東紡,東証１部
3111,オーミケン,東証２部
3113,Ｏａｋ,東証２部
3116,トヨタ紡織,東証１部
3121,マーチャント,東証２部
3123,サイボー,東証２部
3125,新内外綿,東証２部
3131,シンデンハイ,ＪＡＳＤＡＱ
3132,マクニカ富士,東証１部
3133,海帆,マザーズ
3134,Ｈａｍｅｅ,東証１部
3135,Ｍエンター,マザーズ
3136,エコノス,札証
3137,ファンデリー,マザーズ
3138,富士マガジン,マザーズ
3139,ラクトＪ,東証１部
3140,イデアインタ,ＪＡＳＤＡＱ
3141,ウエルシアＨ,東証１部
3148,クリエイトＨ,東証１部
3150,グリムス,東証１部
3151,バイタルＫＳ,東証１部
3153,八洲電機,東証１部
3154,メディアスＨ,東証１部
3156,レスターＨＤ,東証１部
3157,ジューテック,東証１部
3159,丸善ＣＨＩ,東証１部
3160,大光,東証１部
3161,アゼアス,東証２部
3166,ＯＣＨＩＨＤ,東証１部
3167,ＴＯＫＡＩＨ,東証１部
3168,黒谷,東証１部
3169,ミサワ,東証１部
3172,ティーライフ,東証１部
3173,Ｃｏｍｉｎｉ,東証１部
3174,ハピネス＆Ｄ,ＪＡＳＤＡＱ
3175,ＡＰＨＤ,東証１部
3176,三洋貿易,東証１部
3177,ありがとうＳ,ＪＡＳＤＡＱ
3178,チムニー,東証１部
3179,シュッピン,東証１部
3180,Ｂガレージ,東証１部
3181,買取王国,ＪＡＳＤＡＱ
3182,オイラ大地,東証１部
3183,ウインパトナ,東証１部
3184,ＩＣＤＡ,東証２部
3185,夢展望,マザーズ
3186,ネクステージ,東証１部
3187,サンワＣ,マザーズ
3189,ＡＮＡＰ,ＪＡＳＤＡＱ
3190,ホットマン,ＪＡＳＤＡＱ
3191,ジョイ本田,東証１部
3192,白鳩,ＪＡＳＤＡＱ
3193,鳥貴族,東証１部
3195,ジェネパ,マザーズ
3196,ホットランド,東証１部
3197,すかいらくＨ,東証１部
3198,ＳＦＰＨＤ,東証１部
3199,綿半ＨＤ,東証１部
3201,ニッケ,東証１部
3202,ダイトウボウ,東証１部
3204,トーア紡,東証１部
3205,ダイドー,東証１部
3221,ヨシックス,東証１部
3222,ＵＳＭＨ,東証１部
3223,ＳＬＤ,ＪＡＳＤＡＱ
3224,Ｇオイスター,マザーズ
3226,アコモＦ,東証２部
3228,三栄建築,東証１部
3231,野村不ＨＤ,東証１部
3232,三重交通ＨＤ,東証１部
3234,森ヒルズ,東証２部
3236,プロパスト,ＪＡＳＤＡＱ
3237,イントランス,マザーズ
3238,セントラル総,東証２部
3241,ウィル,東証２部
3242,アーバネット,ＪＡＳＤＡＱ
3244,サムティ,東証１部
3245,ディアライフ,東証１部
3246,コーセーＲＥ,東証１部
3248,アールエイジ,東証２部
3249,産業ファ,東証２部
3252,日商開,東証１部
3254,プレサンス,東証１部
3260,エスポア,名証
3261,グラン,マザーズ
3264,アスコット,ＪＡＳＤＡＱ
3266,ファンドクリ,ＪＡＳＤＡＱ
3267,フィルＣ,東証１部
3269,ＡＤＲ,東証２部
3271,グロバル社,東証１部
3275,ハウスコム,東証１部
3276,日本管理,東証１部
3277,サンセイＬ,東証１部
3278,ケネディレジ,東証２部
3279,ＡＰＩ,東証２部
3280,エストラスト,東証１部
3281,ＧＬＰ,東証２部
3282,コンフォリア,東証２部
3283,プロロジ,東証２部
3284,フージャース,東証１部
3286,トラストＨＤ,マザーズ
3287,星野リゾート,東証２部
3288,オプンハウス,東証１部
3289,東急不ＨＤ,東証１部
3290,Ｏｎｅリート,東証２部
3291,飯田ＧＨＤ,東証１部
3292,イオンリート,東証２部
3293,アズマハウス,ＪＡＳＤＡＱ
3294,イーグランド,東証１部
3295,ヒュリックＲ,東証２部
3296,日本リート,東証２部
3297,東武住販,ＪＡＳＤＡＱ
3298,インベスコ,東証２部
3299,ムゲンエステ,東証１部
3300,ＡＭＢＩＴＩ,マザーズ
3302,帝繊維,東証１部
3309,積水ハウスＲ,東証２部
3315,日本コークス,東証１部
3316,東日システム,ＪＡＳＤＡＱ
3317,フライングＧ,ＪＡＳＤＡＱ
3319,ＧＤＯ,東証１部
3320,クロスプラス,東証２部
3321,ミタチ産業,東証１部
3322,アルファＧ,ＪＡＳＤＡＱ
3323,レカム,ＪＡＳＤＡＱ
3326,ランシステム,ＪＡＳＤＡＱ
3328,ＢＥＥＮＯＳ,東証１部
3329,東和フード,ＪＡＳＤＡＱ
3333,あさひ,東証１部
3341,日本調剤,東証１部
3344,ワンダーＣｏ,ＪＡＳＤＡＱ
3346,２１ＬＡＤＹ,名証
3347,トラスト,東証２部
3349,コスモス薬,東証１部
3350,ＲＥＤ,ＪＡＳＤＡＱ
3352,バッファロー,ＪＡＳＤＡＱ
3353,メディ一光Ｇ,ＪＡＳＤＡＱ
3355,クリヤマＨＤ,東証２部
3356,テリロジー,ＪＡＳＤＡＱ
3358,ＹＳフード,ＪＡＳＤＡＱ
3359,ｃｏｔｔａ,マザーズ
3360,シップＨＤ,東証１部
3361,トーエル,東証１部
3370,フジタコーポ,ＪＡＳＤＡＱ
3371,ソフトクリＨ,東証１部
3372,関門海,東証２部
3374,内外テック,ＪＡＳＤＡＱ
3375,ＺＯＡ,ＪＡＳＤＡＱ
3376,オンリー,東証１部
3377,バイク王,東証２部
3382,７＆ｉＨＤ,東証１部
3384,アークコア,名証
3386,コスモバイオ,ＪＡＳＤＡＱ
3387,クリレスＨＤ,東証１部
3388,明治電機,東証１部
3390,ＩＮＥＳＴ,ＪＡＳＤＡＱ
3391,ツルハＨＤ,東証１部
3392,デリカＦＨ,東証１部
3393,スタティアＨ,東証１部
3395,サンマルクＨ,東証１部
3396,フェリシモ,東証１部
3397,トリドールＨ,東証１部
3399,山岡家,ＪＡＳＤＡＱ
3401,帝人,東証１部
3402,東レ,東証１部
3407,旭化成,東証１部
3408,サカイオーベ,東証１部
3409,北日紡,東証２部
3415,ＴＢＡＳＥ,東証１部
3416,ピクスタ,マザーズ
3417,大木ヘルス,ＪＡＳＤＡＱ
3418,バルニバービ,マザーズ
3419,アートＧ,名証
3420,ＫＦＣ,東証２部
3421,稲葉製作,東証１部
3422,丸順,名証
3423,エスイー,ＪＡＳＤＡＱ
3426,アトムリビン,ＪＡＳＤＡＱ
3431,宮地エンジ,東証１部
3433,トーカロ,東証１部
3434,アルファＣｏ,東証１部
3435,サンコテクノ,東証２部
3436,ＳＵＭＣＯ,東証１部
3437,特殊電極,ＪＡＳＤＡＱ
3439,三ツ知,ＪＡＳＤＡＱ
3440,日創プロ,東証２部
3441,山王,ＪＡＳＤＡＱ
3442,ＭＩＥコーポ,名証
3443,川田ＴＥＣＨ,東証１部
3444,菊池製作所,ＪＡＳＤＡＱ
3445,ＲＳＴＥＣＨ,東証１部
3446,ＪＴＥＣ,東証１部
3447,信和,東証１部
3449,テクノフレ,東証２部
3451,トーセイＲ,東証２部
3452,ビーロット,東証１部
3453,ケネディ商業,東証２部
3454,Ｆブラザーズ,東証１部
3455,ＨＣＭ,東証２部
3457,ハウスドゥ,東証１部
3458,ＣＲＥ,東証１部
3459,サムティレジ,東証２部
3461,パルマ,マザーズ
3462,ＮＭＦ,東証２部
3463,いちごホテル,東証２部
3464,プロパティＡ,東証１部
3465,ＫＩスター不,東証１部
3466,ラサールロジ,東証２部
3467,アグレ都市,東証１部
3468,スターアジア,東証２部
3469,デュアルタプ,東証２部
3470,マリモリート,東証２部
3471,三井不ロジ,東証２部
3472,大江戸温泉,東証２部
3475,グッドコムＡ,東証１部
3476,投資みらい,東証２部
3477,Ｆライフ,マザーズ
3478,森トラホテル,東証２部
3479,ＴＫＰ,マザーズ
3480,ＪＳＢ,東証１部
3481,三菱地所物流,東証２部
3482,ロードスター,マザーズ
3484,テンポイノベ,東証１部
3486,ＧＬＭ,東証１部
3487,ＣＲＥロジ,東証２部
3488,ザイマックス,東証２部
3489,フェイスＮＷ,マザーズ
3490,アズ企画,ＪＡＳＤＡＱ
3491,ＧＡＴＥＣＨ,マザーズ
3492,タカラリート,東証２部
3493,ＩＡＬ,東証２部
3494,マリオン,ＪＡＳＤＡＱ
3495,香陵住販,ＪＡＳＤＡＱ
3496,アズーム,マザーズ
3497,リーガル不,マザーズ
3498,霞ヶ関キャピ,マザーズ
3501,住江織,東証１部
3504,丸八ＨＤ,名証
3512,フエルト,東証１部
3513,イチカワ,東証１部
3515,フジコー,ＪＡＳＤＡＱ
3521,エコナクＨＤ,東証１部
3524,日東網,東証１部
3526,芦森工,東証１部
3528,プロスペクト,東証２部
3529,アツギ,東証１部
3536,アクサスＨＤ,ＪＡＳＤＡＱ
3537,昭栄薬品,ＪＡＳＤＡＱ
3538,ウイルプラス,東証１部
3539,ＪＭＨＤ,東証１部
3540,歯愛メディ,ＪＡＳＤＡＱ
3541,農業総合研,マザーズ
3542,ＶＥＧＡ,マザーズ
3543,コメダ,東証１部
3544,サツドラＨＤ,東証１部
3546,アレンザＨＤ,東証１部
3547,串カツ田中,東証１部
3548,バロック,東証１部
3549,クスリアオキ,東証１部
3550,Ｓアタオ,マザーズ
3551,ダイニク,東証１部
3553,共和レザ,東証１部
3556,リネットＪ,マザーズ
3558,ロコンド,マザーズ
3559,ピーバン,東証１部
3560,ほぼ日,ＪＡＳＤＡＱ
3561,力の源ＨＤ,東証１部
3562,Ｎｏ．１,ＪＡＳＤＡＱ
3563,スシローＧＨ,東証１部
3565,アセンテック,東証１部
3566,ユニフォムＮ,マザーズ
3569,セーレン,東証１部
3571,ソトー,東証１部
3577,東海染工,東証１部
3578,倉庫精,東証２部
3580,小松マテレ,東証１部
3583,オーベクス,東証２部
3591,ワコールＨＤ,東証１部
3593,ホギメディ,東証１部
3597,自重堂,東証２部
3598,山喜,東証２部
3600,フジックス,東証２部
3604,川本産業,東証２部
3607,クラウディＨ,東証１部
3608,ＴＳＩＨＤ,東証１部
3611,マツオカ,東証１部
3612,ワールド,東証１部
3622,ネットイヤー,マザーズ
3623,ビリングＳ,マザーズ
3624,アクセルＭ,マザーズ
3625,テックファム,ＪＡＳＤＡＱ
3626,ＴＩＳ,東証１部
3627,ＪＮＳ,東証１部
3628,データＨＲ,マザーズ
3630,電算システム,東証１部
3632,グリー,東証１部
3633,ＧＭＯペパボ,東証１部
3634,ソケッツ,東証２部
3635,コーエテクモ,東証１部
3636,三菱総研,東証１部
3639,ボルテージ,東証１部
3640,電算,東証１部
3641,パピレス,ＪＡＳＤＡＱ
3645,メディカルＮ,マザーズ
3646,駅探,マザーズ
3647,ジースリーＨ,東証２部
3648,ＡＧＳ,東証１部
3649,ファインＤ,東証１部
3652,ＤＭＰ,マザーズ
3653,モルフォ,マザーズ
3655,ブレインＰ,東証１部
3656,ＫＬａｂ,東証１部
3658,イーブック,東証１部
3659,ネクソン,東証１部
3660,アイスタイル,東証１部
3661,エムアップＨ,東証１部
3662,エイチーム,東証１部
3663,アートスパク,東証２部
3664,モブキャスＨ,マザーズ
3665,エニグモ,東証１部
3666,テクノスＪ,東証１部
3667,ｅｎｉｓｈ,東証１部
3668,コロプラ,東証１部
3670,協立情報通信,ＪＡＳＤＡＱ
3671,ソフトＭＡＸ,マザーズ
3672,オルトプラス,東証１部
3673,ブロドリーフ,東証１部
3674,オークファン,マザーズ
3675,クロスマーケ,東証１部
3676,デジハＨＤ,東証１部
3677,システム情報,東証１部
3678,メディアドゥ,東証１部
3679,じげん,東証１部
3680,ホットリンク,マザーズ
3681,Ｖキューブ,東証１部
3682,エンカレッジ,東証１部
3683,サイバーＬ,東証１部
3686,ＤＬＥ,東証１部
3687,Ｆスターズ,東証１部
3688,ＣＡＲＴＡＨ,東証１部
3689,イグニス,マザーズ
3690,イルグルム,マザーズ
3691,Ｒワールド,マザーズ
3692,ＦＦＲＩ,マザーズ
3694,オプティム,東証１部
3695,ＧＭＯリサチ,マザーズ
3696,セレス,東証１部
3697,ＳＨＩＦＴ,東証１部
3698,ＣＲＩＭＷ,マザーズ
3708,特種東海,東証１部
3710,ジョルダン,ＪＡＳＤＡＱ
3712,情報企画,東証２部
3719,ジェクシード,ＪＡＳＤＡＱ
3723,ファルコム,マザーズ
3726,フォーシーズ,東証２部
3727,ＡＰＬＩＸ,マザーズ
3733,ソフトウェア,ＪＡＳＤＡＱ
3738,ティーガイア,東証１部
3739,コムシード,名証
3741,セック,東証１部
3744,サイオス,東証２部
3750,ＦＲＡＣＴＡ,東証２部
3751,日本アＧ,東証１部
3753,フライト,東証２部
3758,アエリア,ＪＡＳＤＡＱ
3760,ケイブ,ＪＡＳＤＡＱ
3762,テクマト,東証１部
3763,プロシップ,東証１部
3765,ガンホー,東証１部
3766,システムズＤ,ＪＡＳＤＡＱ
3768,リスクモンス,東証２部
3769,ＧＭＯＰＧ,東証１部
3770,ザッパラス,東証１部
3771,Ｓリサーチ,東証１部
3772,ウェルス,東証２部
3773,ＡＭＩ,マザーズ
3774,ＩＩＪ,東証１部
3775,ガイアックス,名証
3776,ＢＢタワー,ＪＡＳＤＡＱ
3777,ＦＨＴＨＤ,ＪＡＳＤＡＱ
3778,さくら,東証１部
3779,ＪエスコムＨ,ＪＡＳＤＡＱ
3782,ＤＤＳ,マザーズ
3784,ヴィンクス,東証１部
3787,テクノマセ,東証２部
3788,ＧＭＯＧＨＤ,東証１部
3791,ＩＧポート,ＪＡＳＤＡＱ
3793,ドリコム,マザーズ
3796,いい生活,東証２部
3798,ＵＬＳグルプ,ＪＡＳＤＡＱ
3799,キーウェア,東証２部
3800,ユニリタ,ＪＡＳＤＡＱ
3802,エコミック,ＪＡＳＤＡＱ
3803,イメージ情報,ＪＡＳＤＡＱ
3804,システムＤ,ＪＡＳＤＡＱ
3807,フィスコ,ＪＡＳＤＡＱ
3808,ＯＫ,名証
3810,サイバーＳ,東証２部
3814,アルファクス,ＪＡＳＤＡＱ
3815,メディア,マザーズ
3816,大和コン,ＪＡＳＤＡＱ
3817,ＳＲＡＨＤ,東証１部
3823,アクロディア,東証２部
3824,メディア５,福証
3825,リミックス,東証２部
3826,ＳＩ,東証１部
3830,ギガプライズ,名証
3834,朝日ネット,東証１部
3835,ｅＢＡＳＥ,東証１部
3836,アバント,東証１部
3839,ＯＤＫ,東証２部
3840,パス,東証２部
3841,ジーダット,ＪＡＳＤＡＱ
3842,ネクストＧ,ＪＡＳＤＡＱ
3843,フリービット,東証１部
3844,コムチュア,東証１部
3845,アイフリーク,ＪＡＳＤＡＱ
3847,パシフィクＳ,ＪＡＳＤＡＱ
3848,データアプリ,ＪＡＳＤＡＱ
3849,ＮＴＬ,札証
3850,ＮＴＴＤＩＭ,東証２部
3851,日本一Ｓ,ＪＡＳＤＡＱ
3852,サイバーコム,東証１部
3853,アステリア,東証１部
3854,アイル,東証１部
3856,Ａｂａｌａｎ,東証２部
3857,ラック,ＪＡＳＤＡＱ
3858,ユビキタＡＩ,ＪＡＳＤＡＱ
3861,王子ＨＤ,東証１部
3863,日本紙,東証１部
3864,三菱紙,東証１部
3865,北越コーポ,東証１部
3877,中越パ,東証１部
3878,巴川紙,東証１部
3880,大王紙,東証１部
3891,高度紙,ＪＡＳＤＡＱ
3892,岡山製紙,ＪＡＳＤＡＱ
3895,ハビックス,ＪＡＳＤＡＱ
3896,阿波製紙,東証１部
3900,クラウドＷ,マザーズ
3901,Ｍラインズ,東証１部
3902,ＭＤＶ,東証１部
3903,ｇｕｍｉ,東証１部
3904,カヤック,マザーズ
3905,Ｄセクション,マザーズ
3906,ＡＬＢＥＲＴ,マザーズ
3907,シリコンＳ,マザーズ
3908,コラボス,マザーズ
3909,ショーケース,東証１部
3910,ＭＫシステム,ＪＡＳＤＡＱ
3911,Ａｉｍｉｎｇ,マザーズ
3912,モバファク,東証１部
3913,ｓＭｅｄｉｏ,マザーズ
3914,ＪＩＧＳＡＷ,マザーズ
3915,テラスカイ,東証１部
3916,ＤＩＴ,東証１部
3917,アイリッジ,マザーズ
3918,ＰＣＩＨＤ,東証１部
3919,パイプドＨＤ,東証１部
3921,ネオジャパン,東証１部
3922,ＰＲＴＩＭＥ,東証１部
3923,ラクス,マザーズ
3924,ランドＣ,東証１部
3925,ダブルスタン,東証１部
3926,オープンドア,東証１部
3927,フーバーＢ,マザーズ
3928,マイネット,東証１部
3929,Ｓワイヤー,マザーズ
3930,はてな,マザーズ
3931,バリュゴルフ,マザーズ
3932,アカツキ,東証１部
3933,チエル,ＪＡＳＤＡＱ
3934,ベネフィット,東証１部
3935,エディア,マザーズ
3936,グロバウェイ,マザーズ
3937,Ｕｂｉｃｏｍ,東証１部
3939,カナミックＮ,東証１部
3940,ノムラシス,東証１部
3941,レンゴー,東証１部
3943,大石産,福証
3944,古林紙,東証２部
3945,スパバッグ,東証２部
3946,トーモク,東証１部
3947,ダイナパック,東証２部
3948,光ビジ,ＪＡＳＤＡＱ
3950,ザパック,東証１部
3951,朝日印刷,東証２部
3952,中央紙器,名証
3953,大村紙業,ＪＡＳＤＡＱ
3954,ＰＡＸＸＳ,ＪＡＳＤＡＱ
3955,イムラ封筒,東証２部
3956,国際チャート,ＪＡＳＤＡＱ
3960,バリューＤ,マザーズ
3961,シルバエッグ,マザーズ
3962,チェンジ,東証１部
3963,シンクロＦ,東証１部
3964,オークネット,東証１部
3965,ＣＡＰ,東証１部
3966,ユーザベース,マザーズ
3967,エルテス,マザーズ
3968,セグエ,東証１部
3969,エイトレッド,東証１部
3970,イノベション,マザーズ
3974,ＴＢＣＳＣＡ,ＪＡＳＤＡＱ
3975,ＡＯＩＴＹＯ,東証１部
3976,シャノン,マザーズ
3977,フュージョン,札証
3978,マクロミル,東証１部
3981,ビーグリー,東証１部
3983,オロ,東証１部
3984,ユーザーＬ,東証１部
3985,テモナ,東証１部
3986,ビーブレイク,マザーズ
3987,エコモット,マザーズ
3988,ＳＹＳＨＤ,ＪＡＳＤＡＱ
3989,シェアＲＴ,マザーズ
3990,ＵＵＵＭ,マザーズ
3991,ウォンテッド,マザーズ
3992,ニーズウェル,東証１部
3993,ＰＫＳＨＡ,マザーズ
3994,Ｍフォワード,マザーズ
3995,ＳＫＩＹＡＫ,マザーズ
3996,サインポスト,東証１部
3997,トレドワクス,ＪＡＳＤＡＱ
3998,すららネット,マザーズ
3999,ナレッジＳ,マザーズ
4004,昭電工,東証１部
4005,住友化,東証１部
4008,住友精化,東証１部
4011,ヘッドウォー,マザーズ
4012,アクシス,マザーズ
4013,日通システム,マザーズ
4014,カラダノート,マザーズ
4015,アララ,マザーズ
4016,ＭＩＴＨＤ,ＪＡＳＤＡＱ
4017,クリーマ,マザーズ
4019,スタメン,マザーズ
4020,ビートレンド,マザーズ
4021,日産化,東証１部
4022,ラサ工,東証１部
4023,クレハ,東証１部
4025,多木化,東証１部
4026,神島化工,東証２部
4027,テイカ,東証１部
4028,石原産,東証１部
4031,片倉コープ,東証１部
4041,日曹達,東証１部
4042,東ソー,東証１部
4043,トクヤマ,東証１部
4044,セ硝子,東証１部
4045,東合成,東証１部
4046,大阪ソーダ,東証１部
4047,関電化,東証１部
4051,ＧＭＯＦＧ,マザーズ
4052,フィーチャ,マザーズ
4053,サンアスタ,マザーズ
4054,日本情報Ｃ,マザーズ
4056,ニューラル,マザーズ
4057,インタファク,マザーズ
4058,トヨクモ,マザーズ
4059,まぐまぐ,ＪＡＳＤＡＱ
4060,ｒａｋｕｍｏ,マザーズ
4061,デンカ,東証１部
4062,イビデン,東証１部
4063,信越化,東証１部
4064,カーバイド,東証１部
4078,堺化学,東証１部
4080,田中化研,ＪＡＳＤＡＱ
4082,稀元素,東証１部
4088,エアウォータ,東証１部
4091,日本酸素ＨＤ,東証１部
4092,日本化,東証１部
4093,アセチレン,東証１部
4094,日化産,東証２部
4095,パカライ,東証１部
4097,高圧ガス,東証１部
4098,チタン工,東証１部
4099,四国化,東証１部
4100,戸田工,東証１部
4102,丸尾カ,東証２部
4107,伊勢化,東証２部
4109,ステラケミフ,東証１部
4112,保土谷化,東証１部
4113,田岡化,東証２部
4114,日触媒,東証１部
4115,本州化,東証２部
4116,大日精化,東証１部
4118,カネカ,東証１部
4119,ピグメント,東証２部
4120,スガイ化,東証２部
4124,大阪油化工業,ＪＡＳＤＡＱ
4151,協和キリン,東証１部
4165,プレイド,マザーズ
4166,かっこ,マザーズ
4167,ココペリ,マザーズ
4168,ヤプリ,マザーズ
4169,ＥＮＥＣＨＡ,マザーズ
4170,Ｋａｉｚｅｎ,マザーズ
4171,グローバルＩ,ＪＡＳＤＡＱ
4182,菱ガス化,東証１部
4183,三井化学,東証１部
4185,ＪＳＲ,東証１部
4186,東応化,東証１部
4187,大有機化,東証１部
4188,三菱ケミＨＤ,東証１部
4189,ＫＨネオケム,東証１部
4203,住友ベ,東証１部
4204,積水化,東証１部
4205,ゼオン,東証１部
4206,アイカ工,東証１部
4208,宇部興,東証１部
4212,積樹脂,東証１部
4215,タキロンＣＩ,東証１部
4216,旭有機材,東証１部
4218,ニチバン,東証１部
4220,リケンテクノ,東証１部
4221,大倉工,東証１部
4222,児玉化,東証２部
4224,ロンシル,東証２部
4228,積化成,東証１部
4229,群栄化,東証１部
4231,タイガーポリ,東証１部
4234,サンエー化研,ＪＡＳＤＡＱ
4235,ＵＦＨＤ,ＪＡＳＤＡＱ
4237,フジプレアム,ＪＡＳＤＡＱ
4238,ミライアル,東証１部
4240,クラスターＴ,ＪＡＳＤＡＱ
4241,アテクト,ＪＡＳＤＡＱ
4242,タカギセイコ,ＪＡＳＤＡＱ
4243,ニックス,ＪＡＳＤＡＱ
4245,ダイキアクシ,東証１部
4246,ＤＮＣ,東証１部
4247,ポバール興業,名証
4248,竹本容器,東証１部
4249,森六,東証１部
4251,恵和,東証１部
4272,日化薬,東証１部
4274,細谷火工,ＪＡＳＤＡＱ
4275,カーリットＨ,東証１部
4282,ＥＰＳ,東証１部
4284,ソルクシーズ,東証１部
4286,レッグス,東証１部
4287,ジャストプラ,ＪＡＳＤＡＱ
4288,アズジェント,ＪＡＳＤＡＱ
4290,ＰＩ,東証１部
4293,セプテーニＨ,ＪＡＳＤＡＱ
4295,フェイス,東証１部
4298,プロトコーポ,東証１部
4299,ハイマックス,東証１部
4301,アミューズ,東証１部
4304,Ｅストアー,ＪＡＳＤＡＱ
4307,ＮＲＩ,東証１部
4308,Ｊストリーム,マザーズ
4310,ドリームＩ,東証１部
4312,サイバネット,東証１部
4317,レイ,ＪＡＳＤＡＱ
4318,クイック,東証１部
4319,ＴＡＣ,東証１部
4320,ＣＥＨＤ,東証１部
4321,ケネディクス,東証１部
4323,日シス技術,東証１部
4324,電通グループ,東証１部
4326,インテージＨ,東証１部
4327,ＳＨＬ,ＪＡＳＤＡＱ
4331,Ｔ＆Ｇニーズ,東証１部
4333,東邦システム,東証１部
4334,ユークス,ＪＡＳＤＡＱ
4335,ＩＰＳ,ＪＡＳＤＡＱ
4336,クリエアナブ,ＪＡＳＤＡＱ
4337,ぴあ,東証１部
4341,西菱電機,東証２部
4342,セコム上,東証２部
4343,イオンファン,東証１部
4344,ソースネクス,東証１部
4345,ＣＴＳ,東証１部
4346,ネクシィーズ,東証１部
4347,ブロメディア,ＪＡＳＤＡＱ
4348,インフォコム,東証１部
4349,テスク,名証
4350,メディシス,東証１部
4351,山田債権,ＪＡＳＤＡＱ
4355,ロングライフ,ＪＡＳＤＡＱ
4356,応用技術,ＪＡＳＤＡＱ
4361,川口化,東証２部
4362,日精化,東証１部
4364,マナック,東証２部
4365,松本油脂,ＪＡＳＤＡＱ
4366,ダイトーケミ,東証２部
4367,広栄化学,東証２部
4368,扶桑化学,東証１部
4369,トリケミカル,東証１部
4380,Ｍマート,マザーズ
4381,ビープラッツ,マザーズ
4382,ＨＥＲＯＺ,東証１部
4384,ラクスル,東証１部
4385,メルカリ,マザーズ
4386,ＳＩＧ,東証２部
4387,ＺＵＵ,マザーズ
4388,エーアイ,マザーズ
4389,プロパティＤ,マザーズ
4390,ｉｐｓ,マザーズ
4391,ロジザード,マザーズ
4392,ＦＩＧ,東証１部
4393,バンクイノベ,マザーズ
4395,アクリート,マザーズ
4396,システムサポ,東証１部
4397,チームスピリ,マザーズ
4398,ＢＢＳｅｃ,ＪＡＳＤＡＱ
4399,くふうＣ,マザーズ
4401,ＡＤＥＫＡ,東証１部
4403,日油,東証１部
4404,ミヨシ油,東証１部
4406,新日理化,東証１部
4409,東邦化,東証２部
4410,ハリマ化成Ｇ,東証１部
4420,イーソル,東証１部
4421,ＤＩシステム,ＪＡＳＤＡＱ
4422,ＶＡＬＵＥＮ,マザーズ
4423,アルテリア,東証１部
4424,Ａｍａｚｉａ,マザーズ
4425,Ｋｕｄａｎ,マザーズ
4427,ＥｄｕＬａｂ,東証１部
4428,シノプス,マザーズ
4429,リックソフト,マザーズ
4430,東海ソフト,東証１部
4431,スマレジ,マザーズ
4433,ヒトコムＨＤ,東証１部
4434,サーバーＷ,マザーズ
4435,カオナビ,マザーズ
4436,ミンカブ,マザーズ
4437,ＧＤＨ,マザーズ
4438,Ｗｅｌｂｙ,マザーズ
4439,東名,東証１部
4440,ヴィッツ,東証１部
4441,トビラＳ,東証１部
4442,バルテス,マザーズ
4443,Ｓａｎｓａｎ,マザーズ
4444,インフォＮ,マザーズ
4445,リビンテクノ,マザーズ
4446,ＬｉｎｋＵ,東証１部
4447,ＰＢシステム,福証
4448,Ｃｈａｔｗ,マザーズ
4449,ギフティ,マザーズ
4450,ＰＳＯＬ,マザーズ
4452,花王,東証１部
4461,一工薬,東証１部
4462,石原ケミカル,東証１部
4463,日華化,東証１部
4464,ソフト９９,東証２部
4465,ニイタカ,東証１部
4471,三洋化,東証１部
4475,ＨＥＮＮＧＥ,マザーズ
